catalog_source_id,document_id,official_match_status,official_product_key,official_item_seq,stable_official_key,research_use_status,mfds_promotion_evidence_complete,runtime_promotion_allowed,exclusion_reason
20250801_172323,20250801_172323,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_172327,20250801_172327,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_172721,20250801_172721,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_172722,20250801_172722,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_172723,20250801_172723,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_172724,20250801_172724,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_172844,20250801_172844,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_172845,20250801_172845,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_172846,20250801_172846,confirmed,A11AHHHHH0243,A11AHHHHH0243,health.kr:A11AHHHHH0243,research_search_usable,false,false,
20250801_173107,20250801_173107,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250801_173217,20250801_173217,confirmed,2012091000002,2012091000002,health.kr:2012091000002,research_search_usable,false,false,
20250801_173218,20250801_173218,confirmed,2017090500003,2017090500003,health.kr:2017090500003,research_search_usable,false,false,
20250801_173304,20250801_173304,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250801_173352,20250801_173352,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250801_173524,20250801_173524,confirmed,2018110500002,2018110500002,health.kr:2018110500002,research_search_usable,false,false,
20250801_173525,20250801_173525,confirmed,2023111600008,2023111600008,health.kr:2023111600008,research_search_usable,false,false,
20250801_173526,20250801_173526,confirmed,2021121000002,2021121000002,health.kr:2021121000002,research_search_usable,false,false,
20250801_173527,20250801_173527,confirmed,2016071900002,2016071900002,health.kr:2016071900002,research_search_usable,false,false,
20250801_173732,20250801_173732,confirmed,2018080200008,2018080200008,health.kr:2018080200008,research_search_usable,false,false,
20250801_173740,20250801_173740,confirmed,2011111100002,2011111100002,health.kr:2011111100002,research_search_usable,false,false,
20250801_173817,20250801_173817,confirmed,2014103100002,2014103100002,health.kr:2014103100002,research_search_usable,false,false,
20250812_102357,20250812_102357,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_102500,20250812_102500,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_102506,20250812_102506,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_102743,20250812_102743,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_102841,20250812_102841,confirmed,2022122600005,2022122600005,health.kr:2022122600005,research_search_usable,false,false,
20250812_102908,20250812_102908,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_103011,20250812_103011,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103019,20250812_103019,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103032,20250812_103032,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_103045,20250812_103045,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_103059,20250812_103059,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_103118,20250812_103118,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_103132,20250812_103132,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103226,20250812_103226,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103254,20250812_103254,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103307,20250812_103307,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103314,20250812_103314,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_103344,20250812_103344,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_103426,20250812_103426,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103431,20250812_103431,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103434,20250812_103434,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103447,20250812_103447,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103448,20250812_103448,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103505,20250812_103505,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103509,20250812_103509,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103517,20250812_103517,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103544,20250812_103544,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_103607,20250812_103607,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_103618,20250812_103618,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_103632,20250812_103632,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_103713,20250812_103713,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103723,20250812_103723,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103727,20250812_103727,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103735,20250812_103735,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103738,20250812_103738,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103749,20250812_103749,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103758,20250812_103758,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_103803,20250812_103803,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_104004,20250812_104004,confirmed,2024121100004,2024121100004,health.kr:2024121100004,research_search_usable,false,false,
20250812_104038,20250812_104038,confirmed,A11A0760A0010,A11A0760A0010,health.kr:A11A0760A0010,research_search_usable,false,false,
20250812_104042,20250812_104042,confirmed,2009092300055,2009092300055,health.kr:2009092300055,research_search_usable,false,false,
20250812_104052,20250812_104052,confirmed,A11AKP09B0023,A11AKP09B0023,health.kr:A11AKP09B0023,research_search_usable,false,false,
20250812_104055,20250812_104055,confirmed,2024040100016,2024040100016,health.kr:2024040100016,research_search_usable,false,false,
20250812_104101,20250812_104101,confirmed,A11AKP08A0151,A11AKP08A0151,health.kr:A11AKP08A0151,research_search_usable,false,false,
20250812_104104,20250812_104104,confirmed,2009071505688,2009071505688,health.kr:2009071505688,research_search_usable,false,false,
20250812_104109,20250812_104109,confirmed,h55o7b3uu5o4b,h55o7b3uu5o4b,health.kr:h55o7b3uu5o4b,research_search_usable,false,false,
20250812_104115,20250812_104115,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_104124,20250812_104124,confirmed,2020012900009,2020012900009,health.kr:2020012900009,research_search_usable,false,false,
20250812_104130,20250812_104130,confirmed,2023071900001,2023071900001,health.kr:2023071900001,research_search_usable,false,false,
20250812_104138,20250812_104138,confirmed,2016120100007,2016120100007,health.kr:2016120100007,research_search_usable,false,false,
20250812_104141,20250812_104141,confirmed,2020032600017,2020032600017,health.kr:2020032600017,research_search_usable,false,false,
20250812_104228,20250812_104228,confirmed,2014050800008,2014050800008,health.kr:2014050800008,research_search_usable,false,false,
20250812_104231,20250812_104231,confirmed,2013061000010,2013061000010,health.kr:2013061000010,research_search_usable,false,false,
20250812_104234,20250812_104234,confirmed,2009071505526,2009071505526,health.kr:2009071505526,research_search_usable,false,false,
20250812_104239,20250812_104239,confirmed,A11A2460B0032,A11A2460B0032,health.kr:A11A2460B0032,research_search_usable,false,false,
20250812_104242,20250812_104242,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_104248,20250812_104248,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_104252,20250812_104252,confirmed,A11ADDDDD0017,A11ADDDDD0017,health.kr:A11ADDDDD0017,research_search_usable,false,false,
20250812_104256,20250812_104256,confirmed,2012052500003,2012052500003,health.kr:2012052500003,research_search_usable,false,false,
20250812_104306,20250812_104306,confirmed,2016021200001,2016021200001,health.kr:2016021200001,research_search_usable,false,false,
20250812_104310,20250812_104310,confirmed,2016062100023,2016062100023,health.kr:2016062100023,research_search_usable,false,false,
20250812_104323,20250812_104323,confirmed,A11ABBBBB0727,A11ABBBBB0727,health.kr:A11ABBBBB0727,research_search_usable,false,false,
20250812_104328,20250812_104328,confirmed,2019050200137,2019050200137,health.kr:2019050200137,research_search_usable,false,false,
20250812_104333,20250812_104333,confirmed,A11A2260A0456,A11A2260A0456,health.kr:A11A2260A0456,research_search_usable,false,false,
20250812_104437,20250812_104437,confirmed,A11AKP08G0434,A11AKP08G0434,health.kr:A11AKP08G0434,research_search_usable,false,false,
20250812_104440,20250812_104440,confirmed,2009071505939,2009071505939,health.kr:2009071505939,research_search_usable,false,false,
20250812_104449,20250812_104449,confirmed,2021042300003,2021042300003,health.kr:2021042300003,research_search_usable,false,false,
20250812_104505,20250812_104505,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_104548,20250812_104548,confirmed,A11A0570A0226,A11A0570A0226,health.kr:A11A0570A0226,research_search_usable,false,false,
20250812_104557,20250812_104557,confirmed,A11A0570A0226,A11A0570A0226,health.kr:A11A0570A0226,research_search_usable,false,false,
20250812_104600,20250812_104600,confirmed,A11AHHHHH0025,A11AHHHHH0025,health.kr:A11AHHHHH0025,research_search_usable,false,false,
20250812_104612,20250812_104612,confirmed,2025031100001,2025031100001,health.kr:2025031100001,research_search_usable,false,false,
20250812_104616,20250812_104616,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_104713,20250812_104713,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_104716,20250812_104716,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_104723,20250812_104723,confirmed,2018110500002,2018110500002,health.kr:2018110500002,research_search_usable,false,false,
20250812_104725,20250812_104725,confirmed,2024052400001,2024052400001,health.kr:2024052400001,research_search_usable,false,false,
20250812_104727,20250812_104727,confirmed,2021121000002,2021121000002,health.kr:2021121000002,research_search_usable,false,false,
20250812_104730,20250812_104730,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_104733,20250812_104733,confirmed,2017090500003,2017090500003,health.kr:2017090500003,research_search_usable,false,false,
20250812_104736,20250812_104736,confirmed,2024052400001,2024052400001,health.kr:2024052400001,research_search_usable,false,false,
20250812_104741,20250812_104741,confirmed,2018052300006,2018052300006,health.kr:2018052300006,research_search_usable,false,false,
20250812_104751,20250812_104751,confirmed,2017060100008,2017060100008,health.kr:2017060100008,research_search_usable,false,false,
20250812_104759,20250812_104759,confirmed,2022090800004,2022090800004,health.kr:2022090800004,research_search_usable,false,false,
20250812_104856,20250812_104856,confirmed,A11AKP08G2904,A11AKP08G2904,health.kr:A11AKP08G2904,research_search_usable,false,false,
20250812_104912,20250812_104912,confirmed,A11ABBBBB1105,A11ABBBBB1105,health.kr:A11ABBBBB1105,research_search_usable,false,false,
20250812_104930,20250812_104930,confirmed,A11A0071B0010,A11A0071B0010,health.kr:A11A0071B0010,research_search_usable,false,false,
20250812_104934,20250812_104934,confirmed,2009071506011,2009071506011,health.kr:2009071506011,research_search_usable,false,false,
20250812_104935,20250812_104935,confirmed,2009071506011,2009071506011,health.kr:2009071506011,research_search_usable,false,false,
20250812_104940,20250812_104940,confirmed,2016031600007,2016031600007,health.kr:2016031600007,research_search_usable,false,false,
20250812_104948,20250812_104948,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_104954,20250812_104954,confirmed,A11AOOOOO9487,A11AOOOOO9487,health.kr:A11AOOOOO9487,research_search_usable,false,false,
20250812_104959,20250812_104959,confirmed,2019053100012,2019053100012,health.kr:2019053100012,research_search_usable,false,false,
20250812_105007,20250812_105007,confirmed,2024102300003,2024102300003,health.kr:2024102300003,research_search_usable,false,false,
20250812_105011,20250812_105011,confirmed,A11AOOOOO6837,A11AOOOOO6837,health.kr:A11AOOOOO6837,research_search_usable,false,false,
20250812_105018,20250812_105018,confirmed,A11AKP08G3437,A11AKP08G3437,health.kr:A11AKP08G3437,research_search_usable,false,false,
20250812_105631,20250812_105631,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105723,20250812_105723,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_105730,20250812_105730,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105744,20250812_105744,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105753,20250812_105753,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_105757,20250812_105757,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105806,20250812_105806,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105810,20250812_105810,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105814,20250812_105814,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105820,20250812_105820,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105836,20250812_105836,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105841,20250812_105841,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105859,20250812_105859,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_105906,20250812_105906,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105912,20250812_105912,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105919,20250812_105919,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105923,20250812_105923,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105931,20250812_105931,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_105934,20250812_105934,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105940,20250812_105940,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_105953,20250812_105953,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_105957,20250812_105957,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110005,20250812_110005,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110019,20250812_110019,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110026,20250812_110026,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110029,20250812_110029,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110120,20250812_110120,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110124,20250812_110124,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110130,20250812_110130,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110132,20250812_110132,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110141,20250812_110141,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110146,20250812_110146,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110151,20250812_110151,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110155,20250812_110155,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110159,20250812_110159,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110219,20250812_110219,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110224,20250812_110224,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110232,20250812_110232,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110336,20250812_110336,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110338,20250812_110338,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110350,20250812_110350,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110402,20250812_110402,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110403,20250812_110403,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110416,20250812_110416,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110417,20250812_110417,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110418,20250812_110418,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110419,20250812_110419,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110420,20250812_110420,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110421,20250812_110421,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110424,20250812_110424,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110425,20250812_110425,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110426,20250812_110426,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110430,20250812_110430,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110431,20250812_110431,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110436,20250812_110436,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110456,20250812_110456,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110457,20250812_110457,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110459,20250812_110459,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110460,20250812_110460,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110502,20250812_110502,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110503,20250812_110503,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110511,20250812_110511,review_required,,,,excluded_unconfirmed,false,false,official_match_status:review_required
20250812_110512,20250812_110512,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110524,20250812_110524,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110525,20250812_110525,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110528,20250812_110528,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110534,20250812_110534,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110543,20250812_110543,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110546,20250812_110546,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110604,20250812_110604,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110608,20250812_110608,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110613,20250812_110613,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110618,20250812_110618,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110621,20250812_110621,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110627,20250812_110627,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
20250812_110707,20250812_110707,not_found,,,,excluded_unconfirmed,false,false,official_match_status:not_found
20250812_110709,20250812_110709,not_applicable,,,,excluded_unconfirmed,false,false,official_match_status:not_applicable
